student_id,project_id,project_title,domain,tech_stack,complexity,team_size,has_deployment,has_github,duration_weeks,year
S0127,P0259,Hospital Management System,Web,"Django,Bootstrap,PostgreSQL",Advanced,3,True,False,15,2022
S0128,P0260,Smart Energy Meter,IoT,"NodeMCU,C,Blynk",Basic,4+,False,False,3,2025
S0129,P0261,Stock Market Trend Analysis,Data,"R,ggplot2,dplyr",Basic,1,False,False,5,2022
S0129,P0262,Pulse Oximeter Design,Embedded,"C,PIC,Assembly",Intermediate,2,False,False,12,2025
S0129,P0263,Smart Energy Meter,IoT,"Arduino,C++,Sensors",Advanced,2,True,True,17,2024
S0129,P0264,Retail Demand Forecasting,Data,"R,ggplot2,dplyr",Intermediate,4+,False,False,6,2024
S0131,P0265,Customer Segmentation Analysis,Data,"Python,Databricks,Spark",Advanced,1,False,True,14,2024
S0132,P0266,Personal Finance Manager,Finance,"Python,NumPy,Matplotlib",Intermediate,1,False,True,5,2025
S0132,P0267,Customer Segmentation Analysis,Data,"Python,Databricks,Spark",Basic,1,False,False,3,2024
S0132,P0268,E-Commerce Platform,Web,"React,Firebase,Tailwind",Basic,1,False,True,2,2023
S0132,P0269,Credit Risk Assessment,Finance,"R,Shiny,quantmod",Basic,4+,False,False,3,2024
S0133,P0270,Smart Energy Meter,IoT,"ESP32,MicroPython,ThingSpeak",Basic,1,False,False,5,2024
S0134,P0271,Employee Attrition Analysis,Data,"Python,SQL,Tableau",Basic,3,True,True,5,2023
S0134,P0272,Handwritten Digit Recognition,AI_ML,"Python,TensorFlow,Docker",Basic,3,False,True,3,2023
S0135,P0273,Sign Language Recognition System,AI_ML,"Python,PyTorch,FastAPI",Intermediate,3,False,True,10,2022
S0135,P0274,Employee Attrition Analysis,Data,"Python,PySpark,Hadoop",Intermediate,2,True,False,10,2025
S0135,P0275,Line Following Robot,Embedded,"C,PIC,Assembly",Basic,3,False,False,3,2025
S0136,P0276,Digital Lock System,Embedded,"C,ARM,RTOS",Intermediate,3,True,False,5,2025
S0138,P0277,Smart Energy Meter,IoT,"NodeMCU,C,Blynk",Basic,2,False,True,3,2024
S0139,P0278,Motor Speed Controller,Embedded,"C,Arduino,PCB Design",Intermediate,2,False,True,9,2025
S0139,P0279,Image Classification using CNN,AI_ML,"Python,NLTK,SpaCy",Intermediate,4+,True,True,9,2025
S0140,P0280,QR Code Generator,Other,"Python,Flask,SQLite",Basic,3,False,True,3,2024
S0141,P0281,Music Player Application,Other,"Kotlin,Android Studio,Firebase",Intermediate,4+,True,False,12,2024
S0141,P0282,Sentiment Analysis on Product Reviews,AI_ML,"Python,OpenCV,NumPy",Basic,3,False,True,4,2025
S0142,P0283,QR Code Generator,Other,"C#,.NET,SQL Server",Basic,2,False,True,6,2024
S0142,P0284,Student Information System,Web,"React,Node.js,MongoDB",Intermediate,4+,False,False,8,2025
S0142,P0285,Job Portal with Matching,Web,"Django,Bootstrap,PostgreSQL",Basic,2,False,False,4,2022
S0142,P0286,Credit Risk Assessment,Finance,"Excel,VBA,SQL",Intermediate,2,False,True,10,2024
S0143,P0287,Water Quality Sensor Network,IoT,"Arduino,Python,Firebase",Advanced,2,True,True,10,2025
S0143,P0288,Food Delivery App,Web,"Angular,Spring Boot,MySQL",Basic,4+,False,True,3,2022
S0144,P0289,Loan Default Prediction,Finance,"Excel,VBA,SQL",Advanced,1,True,True,12,2024
S0145,P0290,Weather Pattern Analysis,Data,"Python,SQL,Tableau",Basic,2,False,True,5,2022
S0145,P0291,Travel Planner Application,Other,"PHP,Laravel,MySQL",Intermediate,3,True,True,11,2024
S0147,P0292,Music Player Application,Other,"PHP,Laravel,MySQL",Basic,2,False,True,3,2023
S0148,P0293,Drone Flight Controller,Embedded,"C,PIC,Assembly",Basic,2,True,False,5,2024
S0148,P0294,Supply Chain Analytics,Data,"Python,Pandas,Seaborn",Intermediate,2,False,False,9,2024
S0148,P0295,Pulse Oximeter Design,Embedded,"C,Arduino,PCB Design",Advanced,3,True,True,11,2023
S0148,P0296,Traffic Light Controller,Embedded,"C,ARM,RTOS",Intermediate,3,False,True,7,2023
S0149,P0297,Cryptocurrency Price Predictor,Finance,"R,Shiny,quantmod",Basic,2,False,False,5,2024
S0149,P0298,Blog Platform with Auth,Web,"React,Firebase,Tailwind",Basic,3,False,False,3,2025
S0150,P0299,RFID-based Attendance System,Embedded,"Verilog,FPGA,ModelSim",Intermediate,2,False,False,12,2025
S0150,P0300,Job Portal with Matching,Web,"Angular,Spring Boot,MySQL",Basic,2,False,False,4,2024
S0151,P0301,Sentiment Analysis on Product Reviews,AI_ML,"Python,OpenCV,NumPy",Intermediate,3,True,True,9,2024
S0151,P0302,Autonomous Lane Detection,AI_ML,"Python,Keras,Streamlit",Basic,2,False,True,6,2024
S0152,P0303,Cryptocurrency Price Predictor,Finance,"Python,Pandas,yfinance",Basic,3,False,False,4,2024
S0152,P0304,Smart Home Automation System,IoT,"NodeMCU,C,Blynk",Intermediate,3,False,False,5,2024
S0153,P0305,Booking System for Hotels,Web,"HTML,CSS,JavaScript",Basic,3,False,False,4,2024
S0154,P0306,Smart Energy Meter,IoT,"Arduino,C++,Sensors",Intermediate,1,False,True,11,2023
S0154,P0307,Drone Flight Controller,Embedded,"C,Arduino,PCB Design",Basic,1,False,False,5,2022
S0155,P0308,Smart Energy Meter,IoT,"Arduino,Python,Firebase",Basic,1,False,False,5,2022
S0155,P0309,Password Manager,Other,"Kotlin,Android Studio,Firebase",Intermediate,1,False,True,9,2022
S0155,P0310,Text Summarization using BERT,AI_ML,"Python,OpenCV,NumPy",Basic,3,False,False,5,2024
S0156,P0311,Student Information System,Web,"Django,Bootstrap,PostgreSQL",Intermediate,1,False,False,5,2024
S0156,P0312,Traffic Light Controller,Embedded,"C++,STM32,FreeRTOS",Basic,4+,False,False,3,2023
S0156,P0313,Water Quality Sensor Network,IoT,"ESP32,MicroPython,ThingSpeak",Intermediate,4+,False,True,5,2022
S0156,P0314,Wearable Health Monitor,IoT,"Arduino,C++,Sensors",Advanced,3,True,True,10,2023
S0157,P0315,Industrial IoT Dashboard,IoT,"Arduino,C++,Sensors",Basic,2,False,True,3,2025
S0157,P0316,Loan Default Prediction,Finance,"Excel,VBA,SQL",Intermediate,3,False,True,4,2023
S0158,P0317,Supply Chain Analytics,Data,"Python,Pandas,Matplotlib",Intermediate,3,False,True,6,2024
S0158,P0318,Social Media Dashboard,Web,"React,Firebase,Tailwind",Basic,1,False,True,2,2025
S0158,P0319,Employee Attrition Analysis,Data,"SQL,Python,Airflow",Intermediate,1,False,True,8,2023
S0158,P0320,Event Management Platform,Web,"Django,Bootstrap,PostgreSQL",Basic,3,False,False,4,2025
S0159,P0321,Music Player Application,Other,"Kotlin,Android Studio,Firebase",Intermediate,3,False,True,4,2024
S0159,P0322,Speech Emotion Recognition,AI_ML,"Python,Scikit-learn,Pandas",Advanced,2,False,True,19,2024
S0159,P0323,E-Commerce Platform,Web,"React,Node.js,MongoDB",Basic,2,False,True,4,2024
S0160,P0324,Healthcare Cost Analysis,Data,"Python,Power BI,Excel",Intermediate,1,True,False,6,2023
S0160,P0325,Recommendation Engine for E-commerce,AI_ML,"Python,TensorFlow,Flask",Basic,4+,False,False,6,2025
S0160,P0326,Travel Planner Application,Other,"Python,Flask,SQLite",Intermediate,2,False,True,5,2022
S0161,P0327,Speech Emotion Recognition,AI_ML,"Python,TensorFlow,Docker",Basic,1,False,False,5,2022
S0161,P0328,Password Manager,Other,"Python,Flask,SQLite",Advanced,3,False,True,10,2025
S0161,P0329,Music Player Application,Other,"PHP,Laravel,MySQL",Basic,3,False,False,5,2022
S0162,P0330,Smart Agriculture System,IoT,"NodeMCU,C,Blynk",Basic,3,False,False,4,2023
S0162,P0331,Stock Market Trend Analysis,Data,"Python,Pandas,Matplotlib",Basic,3,False,False,4,2024
S0163,P0332,Travel Planner Application,Other,"Python,Flask,SQLite",Advanced,2,True,True,10,2022
S0163,P0333,Predictive Maintenance using ML,AI_ML,"Python,PyTorch,FastAPI",Advanced,3,False,True,18,2025
S0164,P0334,Image Classification using CNN,AI_ML,"Python,TensorFlow,Flask",Advanced,3,True,True,13,2024
S0164,P0335,RFID-based Attendance System,Embedded,"C,ARM,RTOS",Basic,3,False,False,2,2023
S0165,P0336,Wearable Health Monitor,IoT,"Raspberry Pi,Python,MQTT",Advanced,2,False,False,18,2024
S0166,P0337,Inventory Management System,Other,"Python,Flask,SQLite",Advanced,2,True,True,9,2022
S0166,P0338,Music Player Application,Other,"PHP,Laravel,MySQL",Intermediate,4+,False,False,10,2022
S0166,P0339,QR Code Generator,Other,"Java,Spring,MySQL",Advanced,2,True,True,19,2025
S0167,P0340,Smart Energy Meter,IoT,"Arduino,Python,Firebase",Basic,4+,False,False,6,2024
S0167,P0341,Sales Forecasting Model,Data,"Python,Databricks,Spark",Intermediate,2,False,True,5,2024
S0167,P0342,Crime Data Visualization,Data,"SQL,Python,Airflow",Intermediate,2,False,False,9,2024
S0168,P0343,Medical Image Segmentation,AI_ML,"Python,Hugging Face,Transformers",Basic,3,False,False,6,2024
S0168,P0344,Water Quality Sensor Network,IoT,"NodeMCU,C,Blynk",Advanced,1,False,True,18,2025
S0169,P0345,Social Media Dashboard,Web,"React,Node.js,MongoDB",Advanced,2,True,False,11,2023
S0169,P0346,Traffic Light Controller,Embedded,"C++,STM32,FreeRTOS",Intermediate,3,False,False,5,2024
S0170,P0347,Drone Flight Controller,Embedded,"C,Arduino,PCB Design",Basic,3,False,True,4,2024
S0170,P0348,Retail Demand Forecasting,Data,"Python,SQL,Tableau",Intermediate,3,False,True,5,2024
S0171,P0349,Stock Portfolio Tracker,Finance,"Python,NumPy,Matplotlib",Basic,3,False,False,2,2025
S0171,P0350,Wearable Health Monitor,IoT,"Arduino,C++,Sensors",Intermediate,1,False,True,5,2025
S0171,P0351,Expense Tracker App,Web,"React,Firebase,Tailwind",Basic,3,False,False,6,2024
S0172,P0352,Social Media Analytics,Data,"Python,Databricks,Spark",Intermediate,3,False,False,5,2024
S0172,P0353,Recommendation Engine for E-commerce,AI_ML,"Python,PyTorch,FastAPI",Intermediate,2,True,True,7,2023
S0172,P0354,Travel Planner Application,Other,"Python,Flask,SQLite",Basic,2,False,False,5,2023
S0173,P0355,Motor Speed Controller,Embedded,"C,ARM,RTOS",Basic,2,False,True,5,2024
S0173,P0356,Personal Finance Manager,Finance,"Python,Dash,Plotly",Advanced,2,True,True,17,2024
S0174,P0357,Stock Portfolio Tracker,Finance,"Excel,VBA,SQL",Intermediate,2,True,False,6,2024
S0174,P0358,Expense Tracker App,Web,"Angular,Spring Boot,MySQL",Intermediate,3,False,False,11,2023
S0174,P0359,Crime Data Visualization,Data,"Python,PySpark,Hadoop",Intermediate,3,False,False,11,2023
S0175,P0360,Expense Tracker App,Web,"Django,Bootstrap,PostgreSQL",Intermediate,1,False,False,4,2024
S0175,P0361,Text Summarization using BERT,AI_ML,"Python,PyTorch,FastAPI",Intermediate,4+,True,True,12,2022
S0175,P0362,Inventory Management System,Other,"Kotlin,Android Studio,Firebase",Basic,4+,False,False,2,2025
S0176,P0363,Text Summarization using BERT,AI_ML,"Python,Hugging Face,Transformers",Intermediate,3,False,True,12,2022
S0176,P0364,Retail Demand Forecasting,Data,"Python,Databricks,Spark",Basic,2,False,False,6,2025
S0176,P0365,Social Media Analytics,Data,"Python,Pandas,Matplotlib",Basic,4+,False,True,6,2023
S0177,P0366,Sales Forecasting Model,Data,"SQL,Python,Airflow",Intermediate,2,True,True,11,2025
S0178,P0367,Fitness Tracking App,Other,"Python,Flask,SQLite",Advanced,3,False,True,19,2024
S0178,P0368,Traffic Light Controller,Embedded,"C++,STM32,FreeRTOS",Basic,3,False,False,5,2023
S0178,P0369,Drone Flight Controller,Embedded,"C,Arduino,PCB Design",Advanced,1,False,True,13,2025
S0179,P0370,Food Delivery App,Web,"Angular,Spring Boot,MySQL",Intermediate,1,False,True,9,2024
S0180,P0371,Job Portal with Matching,Web,"Angular,Spring Boot,MySQL",Intermediate,1,False,True,4,2024
S0180,P0372,Retail Demand Forecasting,Data,"Python,Power BI,Excel",Basic,3,False,False,4,2022
S0181,P0373,Loan Default Prediction,Finance,"R,Shiny,quantmod",Basic,1,False,False,2,2024
S0181,P0374,Education Data Mining,Data,"Python,Databricks,Spark",Intermediate,2,False,False,11,2024
S0182,P0375,Booking System for Hotels,Web,"HTML,CSS,JavaScript",Intermediate,2,False,False,10,2024
S0183,P0376,Predictive Maintenance using ML,AI_ML,"Python,Hugging Face,Transformers",Basic,1,False,True,5,2024
S0183,P0377,Sales Forecasting Model,Data,"Python,Databricks,Spark",Intermediate,2,False,False,11,2025
S0184,P0378,Loan Default Prediction,Finance,"R,Shiny,quantmod",Basic,3,False,False,3,2024
S0184,P0379,Real-time Chat Application,Web,"Angular,Spring Boot,MySQL",Intermediate,1,False,True,8,2024
S0185,P0380,Air Quality Monitoring System,IoT,"Raspberry Pi,Python,MQTT",Intermediate,3,False,False,7,2024
S0185,P0381,Crime Data Visualization,Data,"SQL,Python,Airflow",Intermediate,2,True,True,4,2024
S0185,P0382,Travel Planner Application,Other,"PHP,Laravel,MySQL",Intermediate,2,True,False,8,2025
S0186,P0383,Social Media Dashboard,Web,"Django,Bootstrap,PostgreSQL",Intermediate,2,True,True,9,2025
S0187,P0384,Image Classification using CNN,AI_ML,"Python,TensorFlow,Flask",Basic,3,False,False,4,2024
S0187,P0385,AI-Powered Resume Screener,AI_ML,"Python,TensorFlow,Flask",Basic,2,False,False,6,2025
S0188,P0386,Cryptocurrency Price Predictor,Finance,"Excel,VBA,SQL",Advanced,3,True,True,10,2025
S0189,P0387,Autonomous Lane Detection,AI_ML,"Python,PyTorch,FastAPI",Advanced,2,False,True,18,2024
S0190,P0388,Weather Pattern Analysis,Data,"Python,SQL,Tableau",Intermediate,2,False,False,8,2022
S0190,P0389,Password Manager,Other,"Java,Spring,MySQL",Basic,2,False,False,6,2022
S0190,P0390,Medical Image Segmentation,AI_ML,"Python,Hugging Face,Transformers",Intermediate,2,False,False,7,2023
S0191,P0391,Sentiment Analysis on Product Reviews,AI_ML,"Python,TensorFlow,Flask",Basic,3,False,False,6,2024
S0192,P0392,Autonomous Lane Detection,AI_ML,"Python,TensorFlow,Flask",Basic,1,False,False,2,2024
S0192,P0393,Line Following Robot,Embedded,"C++,STM32,FreeRTOS",Basic,4+,False,True,6,2023
S0192,P0394,Sign Language Recognition System,AI_ML,"Python,Scikit-learn,Pandas",Basic,2,False,False,4,2024
S0193,P0395,Recommendation Engine for E-commerce,AI_ML,"Python,NLTK,SpaCy",Intermediate,1,False,True,12,2025
S0193,P0396,Student Information System,Web,"Angular,Spring Boot,MySQL",Basic,1,False,False,5,2024
S0194,P0397,Fitness Tracking App,Other,"Java,Spring,MySQL",Basic,2,False,False,2,2024
S0194,P0398,Credit Risk Assessment,Finance,"Python,Dash,Plotly",Intermediate,4+,False,False,5,2025
S0196,P0399,Loan Default Prediction,Finance,"Python,Dash,Plotly",Basic,2,False,True,3,2025
S0196,P0400,Blog Platform with Auth,Web,"React,Firebase,Tailwind",Basic,2,False,True,3,2023
S0198,P0401,Motor Speed Controller,Embedded,"Verilog,FPGA,ModelSim",Intermediate,2,True,False,12,2023
S0198,P0402,Expense Tracker App,Web,"Angular,Spring Boot,MySQL",Intermediate,1,False,True,4,2022
S0198,P0403,Customer Segmentation Analysis,Data,"Python,Databricks,Spark",Advanced,3,True,True,15,2022
S0199,P0404,Education Data Mining,Data,"Python,Databricks,Spark",Intermediate,3,False,True,7,2022
S0199,P0405,Stock Market Trend Analysis,Data,"Python,Power BI,Excel",Intermediate,2,False,True,6,2024
S0201,P0406,Air Quality Monitoring System,IoT,"Raspberry Pi,Python,MQTT",Basic,3,False,True,4,2024
S0201,P0407,Credit Risk Assessment,Finance,"Python,Pandas,yfinance",Advanced,1,True,True,11,2022
S0201,P0408,Social Media Dashboard,Web,"Vue.js,Django,SQLite",Intermediate,2,False,True,7,2022
S0202,P0409,Retail Demand Forecasting,Data,"SQL,Python,Airflow",Intermediate,4+,False,True,6,2025
S0202,P0410,AI-Powered Resume Screener,AI_ML,"Python,OpenCV,NumPy",Basic,2,False,True,2,2023
S0203,P0411,Expense Tracker App,Web,"Angular,Spring Boot,MySQL",Intermediate,3,False,True,9,2025
S0203,P0412,Personal Finance Manager,Finance,"Python,Pandas,yfinance",Intermediate,2,False,False,6,2025
S0203,P0413,Stock Portfolio Tracker,Finance,"Excel,VBA,SQL",Intermediate,2,False,False,12,2024
S0204,P0414,Fake News Detection System,AI_ML,"Python,OpenCV,NumPy",Intermediate,1,False,False,11,2024
S0204,P0415,Chatbot using NLP and Transformers,AI_ML,"Python,PyTorch,FastAPI",Basic,1,False,False,6,2024
S0205,P0416,Industrial IoT Dashboard,IoT,"Arduino,Python,Firebase",Intermediate,1,False,False,9,2023
S0205,P0417,Image Classification using CNN,AI_ML,"Python,OpenCV,NumPy",Basic,4+,False,False,5,2024
S0205,P0418,Travel Planner Application,Other,"C#,.NET,SQL Server",Basic,2,False,False,6,2025
S0206,P0419,Budget Planning Tool,Finance,"R,Shiny,quantmod",Basic,1,False,False,6,2024
S0206,P0420,Crime Data Visualization,Data,"Python,SQL,Tableau",Intermediate,3,False,False,12,2025
S0206,P0421,Personal Finance Manager,Finance,"Python,Dash,Plotly",Intermediate,3,True,False,5,2023
S0207,P0422,Stock Portfolio Tracker,Finance,"Python,Dash,Plotly",Basic,3,False,True,5,2025
S0208,P0423,Smart Parking System,IoT,"NodeMCU,C,Blynk",Intermediate,2,False,True,7,2022
S0208,P0424,Loan Default Prediction,Finance,"Excel,VBA,SQL",Intermediate,3,True,True,10,2025
S0208,P0425,Line Following Robot,Embedded,"Verilog,FPGA,ModelSim",Advanced,4+,True,True,11,2024
S0209,P0426,Water Quality Sensor Network,IoT,"Raspberry Pi,Python,MQTT",Intermediate,2,False,False,11,2023
S0209,P0427,Drone Flight Controller,Embedded,"C,Arduino,PCB Design",Intermediate,1,False,False,4,2023
S0209,P0428,Wearable Health Monitor,IoT,"Raspberry Pi,Python,MQTT",Intermediate,2,False,False,4,2024
S0209,P0429,Pulse Oximeter Design,Embedded,"Verilog,FPGA,ModelSim",Basic,1,True,False,4,2024
S0210,P0430,Speech Emotion Recognition,AI_ML,"Python,Scikit-learn,Pandas",Basic,2,False,True,5,2024
S0210,P0431,Customer Churn Prediction,AI_ML,"Python,TensorFlow,Flask",Intermediate,2,True,False,7,2022
S0210,P0432,Job Portal with Matching,Web,"React,Express,PostgreSQL",Basic,2,False,False,5,2023
S0211,P0433,Water Quality Sensor Network,IoT,"Raspberry Pi,Python,MQTT",Intermediate,4+,False,True,7,2025
S0211,P0434,Real-time Chat Application,Web,"Django,Bootstrap,PostgreSQL",Basic,4+,False,True,4,2024
S0211,P0435,Wearable Health Monitor,IoT,"NodeMCU,C,Blynk",Intermediate,2,False,True,10,2025
S0211,P0436,Stock Portfolio Tracker,Finance,"Excel,VBA,SQL",Basic,3,False,True,5,2025
S0212,P0437,Loan Default Prediction,Finance,"Excel,VBA,SQL",Advanced,2,True,True,11,2022
S0212,P0438,Real-time Chat Application,Web,"React,Express,PostgreSQL",Basic,1,False,False,2,2023
S0213,P0439,Stock Market Trend Analysis,Data,"R,ggplot2,dplyr",Basic,1,False,True,5,2025
S0213,P0440,Invoice Management System,Finance,"Excel,VBA,SQL",Advanced,3,False,True,19,2023
S0214,P0441,Smart Home Automation System,IoT,"Arduino,Python,Firebase",Basic,3,False,False,2,2025
S0215,P0442,Weather Pattern Analysis,Data,"R,ggplot2,dplyr",Intermediate,3,False,False,11,2023
S0215,P0443,Inventory Management System,Other,"C#,.NET,SQL Server",Intermediate,2,True,True,11,2023
S0216,P0444,Smart Agriculture System,IoT,"NodeMCU,C,Blynk",Intermediate,3,False,True,12,2024
S0216,P0445,Stock Market Trend Analysis,Data,"Python,SQL,Tableau",Intermediate,2,False,True,11,2022
S0216,P0446,Inventory Management System,Other,"PHP,Laravel,MySQL",Intermediate,2,True,False,12,2023
S0217,P0447,Sentiment Analysis on Product Reviews,AI_ML,"Python,Scikit-learn,Pandas",Basic,3,False,False,4,2024
S0217,P0448,Smart Energy Meter,IoT,"Arduino,Python,Firebase",Basic,2,False,False,4,2023
S0217,P0449,Object Detection with YOLO,AI_ML,"Python,PyTorch,FastAPI",Basic,2,False,False,6,2023
S0218,P0450,Handwritten Digit Recognition,AI_ML,"Python,Keras,Streamlit",Intermediate,1,True,True,6,2025
S0218,P0451,Smart Energy Meter,IoT,"ESP32,MicroPython,ThingSpeak",Intermediate,2,False,False,7,2024
S0219,P0452,Inventory Management System,Other,"Kotlin,Android Studio,Firebase",Intermediate,3,False,True,4,2024
S0219,P0453,Credit Risk Assessment,Finance,"Python,NumPy,Matplotlib",Advanced,4+,False,True,15,2024
S0220,P0454,Healthcare Cost Analysis,Data,"Python,Databricks,Spark",Intermediate,2,False,True,4,2023
S0221,P0455,Chatbot using NLP and Transformers,AI_ML,"Python,Hugging Face,Transformers",Advanced,2,True,False,12,2025
S0221,P0456,Attendance Management System,Other,"C#,.NET,SQL Server",Intermediate,2,False,True,8,2025
S0222,P0457,Student Information System,Web,"HTML,CSS,JavaScript",Advanced,3,True,True,10,2024
S0222,P0458,Portfolio Website with CMS,Web,"React,Firebase,Tailwind",Advanced,3,False,True,15,2022
S0222,P0459,Industrial IoT Dashboard,IoT,"Arduino,C++,Sensors",Intermediate,4+,False,False,5,2025
S0224,P0460,Motor Speed Controller,Embedded,"Verilog,FPGA,ModelSim",Advanced,3,True,False,17,2024
S0224,P0461,Pulse Oximeter Design,Embedded,"C,PIC,Assembly",Basic,2,False,False,3,2024
S0225,P0462,Line Following Robot,Embedded,"C++,STM32,FreeRTOS",Intermediate,2,True,True,12,2024
S0225,P0463,Smart Agriculture System,IoT,"Arduino,Python,Firebase",Intermediate,1,True,True,12,2025
S0226,P0464,RFID-based Attendance System,Embedded,"C,Arduino,PCB Design",Basic,2,False,False,4,2025
S0226,P0465,Digital Lock System,Embedded,"C,PIC,Assembly",Advanced,2,True,False,9,2023
S0228,P0466,COVID-19 Data Analysis Dashboard,Data,"Python,PySpark,Hadoop",Basic,2,False,False,2,2023
S0228,P0467,Smart Parking System,IoT,"ESP32,MicroPython,ThingSpeak",Basic,3,False,True,3,2025
S0231,P0468,File Encryption Tool,Other,"C#,.NET,SQL Server",Intermediate,3,False,True,9,2025
S0231,P0469,Pulse Oximeter Design,Embedded,"C,ARM,RTOS",Basic,3,False,True,2,2022
S0234,P0470,Sentiment Analysis on Product Reviews,AI_ML,"Python,PyTorch,FastAPI",Intermediate,1,False,False,8,2022
S0235,P0471,Medical Image Segmentation,AI_ML,"Python,NLTK,SpaCy",Intermediate,1,False,True,8,2025
S0236,P0472,Password Manager,Other,"Java,Spring,MySQL",Intermediate,2,False,True,8,2024
S0236,P0473,Pulse Oximeter Design,Embedded,"C++,STM32,FreeRTOS",Advanced,2,False,True,14,2025
S0237,P0474,Air Quality Monitoring System,IoT,"Arduino,C++,Sensors",Advanced,4+,True,True,11,2024
S0238,P0475,Pulse Oximeter Design,Embedded,"C,Arduino,PCB Design",Advanced,2,True,True,9,2024
S0238,P0476,Inventory Management System,Other,"Kotlin,Android Studio,Firebase",Intermediate,3,True,True,8,2022
S0238,P0477,Online Learning Management System,Web,"React,Node.js,MongoDB",Basic,2,False,True,5,2024
S0238,P0478,Password Manager,Other,"Python,Flask,SQLite",Advanced,4+,True,True,14,2025
S0239,P0479,RFID-based Attendance System,Embedded,"Verilog,FPGA,ModelSim",Intermediate,4+,True,False,7,2024
S0239,P0480,Digital Lock System,Embedded,"C,ARM,RTOS",Basic,2,False,True,2,2024
S0239,P0481,Education Data Mining,Data,"Python,Pandas,Seaborn",Intermediate,2,True,True,11,2025
S0239,P0482,Crime Data Visualization,Data,"Python,PySpark,Hadoop",Basic,4+,False,False,3,2023
S0240,P0483,Real-time Chat Application,Web,"Angular,Spring Boot,MySQL",Basic,3,False,False,3,2025
S0240,P0484,Fitness Tracking App,Other,"Kotlin,Android Studio,Firebase",Basic,4+,False,False,3,2023
S0240,P0485,Stock Portfolio Tracker,Finance,"Python,Pandas,yfinance",Basic,2,True,False,6,2022
S0242,P0486,Invoice Management System,Finance,"Python,Dash,Plotly",Basic,3,False,True,3,2023
S0242,P0487,Motor Speed Controller,Embedded,"C++,STM32,FreeRTOS",Advanced,2,False,True,13,2024
S0243,P0488,Sentiment Analysis on Product Reviews,AI_ML,"Python,OpenCV,NumPy",Basic,3,False,True,2,2022
S0243,P0489,Student Information System,Web,"React,Firebase,Tailwind",Intermediate,2,True,True,5,2023
S0244,P0490,Healthcare Cost Analysis,Data,"Python,Power BI,Excel",Intermediate,1,False,True,5,2023
S0244,P0491,Blog Platform with Auth,Web,"Next.js,Prisma,PostgreSQL",Basic,4+,False,True,5,2023
S0244,P0492,Line Following Robot,Embedded,"C++,STM32,FreeRTOS",Basic,4+,True,True,6,2024
S0244,P0493,Password Manager,Other,"Python,Flask,SQLite",Basic,2,False,False,3,2024
S0245,P0494,RFID-based Attendance System,Embedded,"C,ARM,RTOS",Intermediate,4+,False,True,8,2024
S0245,P0495,Travel Planner Application,Other,"PHP,Laravel,MySQL",Intermediate,3,True,False,4,2024
S0245,P0496,Pulse Oximeter Design,Embedded,"C,ARM,RTOS",Basic,2,False,False,3,2024
S0246,P0497,Travel Planner Application,Other,"Java,Spring,MySQL",Intermediate,3,False,True,5,2024
S0246,P0498,Event Management Platform,Web,"Next.js,Prisma,PostgreSQL",Basic,2,False,True,5,2024
S0246,P0499,Portfolio Website with CMS,Web,"Angular,Spring Boot,MySQL",Basic,4+,False,True,6,2024
S0247,P0500,Attendance Management System,Other,"Java,Spring,MySQL",Basic,2,False,True,2,2022
S0247,P0501,Weather Pattern Analysis,Data,"Python,SQL,Tableau",Intermediate,2,False,False,8,2023
S0248,P0502,Digital Lock System,Embedded,"C,Arduino,PCB Design",Advanced,3,True,True,19,2023
S0248,P0503,Smart Agriculture System,IoT,"Raspberry Pi,Python,MQTT",Basic,2,False,True,6,2024
S0249,P0504,Portfolio Website with CMS,Web,"Django,Bootstrap,PostgreSQL",Intermediate,4+,False,False,5,2022
S0249,P0505,Image Classification using CNN,AI_ML,"Python,Keras,Streamlit",Intermediate,3,True,True,12,2025
S0249,P0506,Traffic Light Controller,Embedded,"C,Arduino,PCB Design",Basic,2,False,False,5,2023
S0249,P0507,Smart Parking System,IoT,"Arduino,C++,Sensors",Advanced,4+,False,True,17,2024
S0250,P0508,Cryptocurrency Price Predictor,Finance,"R,Shiny,quantmod",Advanced,2,False,True,8,2022
S0250,P0509,Weather Pattern Analysis,Data,"Python,Pandas,Seaborn",Intermediate,3,False,True,11,2023
S0252,P0510,Smart Parking System,IoT,"ESP32,MicroPython,ThingSpeak",Intermediate,2,True,False,11,2022
S0252,P0511,Digital Lock System,Embedded,"C,PIC,Assembly",Basic,1,False,False,2,2024
S0253,P0512,Travel Planner Application,Other,"PHP,Laravel,MySQL",Advanced,3,True,True,11,2022
S0253,P0513,Pulse Oximeter Design,Embedded,"C,PIC,Assembly",Basic,3,False,False,6,2024
S0253,P0514,Smart Parking System,IoT,"Raspberry Pi,Python,MQTT",Intermediate,3,False,False,9,2023
S0253,P0515,Recommendation Engine for E-commerce,AI_ML,"Python,PyTorch,FastAPI",Advanced,1,False,False,8,2022
S0254,P0516,Budget Planning Tool,Finance,"Python,Pandas,yfinance",Basic,1,False,False,2,2023
S0255,P0517,Digital Lock System,Embedded,"C,PIC,Assembly",Advanced,2,False,True,17,2024
S0256,P0518,Sentiment Analysis on Product Reviews,AI_ML,"Python,TensorFlow,Docker",Basic,1,False,False,6,2024
